,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
2,878.542,C:/Users/Kimberly/Desktop/Video Stitching/A2A/A2A2.MP4,2126.15,29.97,Subordinate,Fleeing Male,Subordinate,,POINT
3,1138.052,C:/Users/Kimberly/Desktop/Video Stitching/A2A/A2A3.MP4,2126.15,29.97,Subordinate,Fleeing Female,Subordinate,,POINT
