,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0,877.041,C:/Users/Kimberly/Desktop/Video Stitching/A2A/A2A2.MP4,2126.15,29.97,Dominant,Entry/Exit Pot,Reproductive,,POINT
1,878.295,C:/Users/Kimberly/Desktop/Video Stitching/A2A/A2A2.MP4,2126.15,29.97,Dominant,Lead,Reproductive,,POINT
4,1196.362,C:/Users/Kimberly/Desktop/Video Stitching/A2A/A2A3.MP4,2126.15,29.97,Dominant,Chase,Aggressive,,POINT
