Unnamed: 0,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0,310.913,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
1,311.413,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
2,313.916,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
3,314.516,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
4,314.617,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Chase,Aggressive,,POINT
5,318.024,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Chase,Aggressive,,POINT
6,319.022,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
7,319.424,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
8,328.333,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
9,331.736,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
10,337.542,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
11,343.846,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Foraging,Reproductive,,POINT
12,344.551,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Foraging,Reproductive,,POINT
13,354.662,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
14,367.67,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Chase,Aggressive,,POINT
15,369.171,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
16,373.48,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
17,374.78,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
18,375.781,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
19,377.783,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
20,379.983,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
21,380.682,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
22,381.587,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Quiver,Reproductive,,POINT
23,384.289,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
24,384.289,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
25,385.69,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
26,389.395,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Quiver,Reproductive,,POINT
27,395.201,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
28,396.198,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
29,398.004,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Foraging,Reproductive,,POINT
30,402.205,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Entry,Reproductive,,POINT
31,404.006,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Exit,Reproductive,,POINT
32,404.008,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Dig,Reproductive,,POINT
33,405.407,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Entry,Reproductive,,POINT
34,407.71,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Exit,Reproductive,,POINT
35,408.01,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Dig,Reproductive,,POINT
36,410.212,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Entry,Reproductive,,POINT
37,411.717,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Dig,Reproductive,,POINT
38,412.415,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Exit,Reproductive,,POINT
39,415.22,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
40,415.22,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
41,423.229,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
42,425.03,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
43,426.729,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
44,428.934,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
45,429.431,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
46,430.335,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
47,435.941,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
48,437.141,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
49,437.44,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
50,437.939,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
51,438.844,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
52,439.742,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Chase,Aggressive,,POINT
53,442.644,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
54,442.844,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
55,444.146,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Quiver,Reproductive,,POINT
56,447.953,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Foraging,Reproductive,,POINT
57,448.751,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Foraging,Reproductive,,POINT
58,461.367,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
59,461.464,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
60,461.764,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
61,463.266,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Dig Substrate,Reproductive,,POINT
62,463.565,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
63,464.971,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
64,467.272,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Lead,Reproductive,,POINT
65,467.569,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
66,468.069,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Scrape,Aggressive,,POINT
67,469.572,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Biting,Aggressive,,POINT
68,493.295,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/18.avi",3672.67,29.97,Dominant,Pot Entry,Reproductive,,POINT
