,Unnamed: 0,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0,0,302.207,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
1,1,306.0,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Charge,Aggressive,,POINT
2,2,306.312,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
3,3,306.774,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Biting,Aggressive,,POINT
4,4,308.514,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
5,5,311.216,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
6,6,315.75,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Biting,Aggressive,,POINT
7,7,315.821,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
8,8,318.85,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Biting,Aggressive,,POINT
9,9,320.725,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Quiver,Reproductive,,POINT
10,10,325.83,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Lead,Reproductive,,POINT
11,11,326.0,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Scrape,Aggressive,,POINT
12,12,329.735,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/19.avi",625.29,29.97,Dominant,Foraging,Reproductive,,POINT
