Unnamed: 0,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0,302.233,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Chase,Aggressive,,POINT
1,302.233,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Lateral Side Display,Aggressive,,POINT
2,303.758,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Chase,Aggressive,,POINT
3,306.308,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Lead,Reproductive,,POINT
4,306.308,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Scrape,Aggressive,,POINT
5,312.808,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Charge,Aggressive,,POINT
6,314.708,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Charge,Aggressive,,POINT
7,316.132,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Biting,Aggressive,,POINT
8,320.383,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Chase,Aggressive,,POINT
9,320.383,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Lead,Reproductive,,POINT
10,323.558,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Foraging,Reproductive,,POINT
11,324.857,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Charge,Aggressive,,POINT
12,324.857,"C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/10.avi",2161.245,59.94,Dominant,Foraging,Reproductive,,POINT
