Observation id	Dyad Score Log #16							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Score/16.mov							
								
Observation date	2021-06-10 12:51:37							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
1038.944	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1042.944	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Foraging	Other		POINT
1044.950	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1046.755	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1053.258	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1053.258	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1056.661	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1058.059	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1058.059	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1063.167	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1070.974	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Entry/Exit Pot	Reproductive		POINT
1075.580	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Pot Dig	Reproductive		POINT
1076.180	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Entry/Exit Pot	Reproductive		POINT
1077.982	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1080.484	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1082.286	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1084.789	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1086.890	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1096.101	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1099.110	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Foraging	Other		POINT
1099.110	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1104.310	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1104.310	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1106.210	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1114.819	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1115.321	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1120.024	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1125.929	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Entry/Exit Pot	Reproductive		POINT
1136.737	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Dig Substrate	Reproductive		POINT
1137.238	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Entry/Exit Pot	Reproductive		POINT
1138.842	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1140.043	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1142.946	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Border Fight	Aggressive		POINT
1143.648	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1147.651	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1147.651	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Foraging	Other		POINT
1147.651	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Scrape	Aggressive		POINT
1151.556	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Foraging	Other		POINT
1152.056	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Foraging	Other		POINT
1155.660	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1157.061	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1159.661	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1163.669	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1166.872	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1167.872	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
1170.575	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lateral Side Display	Aggressive		POINT
1175.980	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1179.583	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1183.188	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1189.895	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1191.996	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Lead	Reproductive		POINT
1198.002	C:/Users/Kimberly/Desktop/Score/16.mov	2152.150	29.97		Chase	Aggressive		POINT
