Observation id	Dyad 13							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Avi Score/13.avi							
								
Observation date	2021-05-04 11:09:08							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
833.836	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
835.641	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
836.441	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
843.848	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
847.151	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
847.651	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
857.862	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
859.663	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
863.768	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
863.768	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
866.971	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
872.476	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
873.977	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
877.083	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
880.385	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
881.086	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
886.188	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
887.189	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
890.494	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
890.996	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
891.995	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
893.299	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
897.802	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
904.509	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
906.210	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
906.812	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
913.118	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
916.920	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
924.629	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
927.133	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
934.036	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
936.841	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
936.841	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Scrape	Aggressive		POINT
936.941	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
939.444	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
949.755	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Quiver	Reproductive		POINT
953.554	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Border Fight	Aggressive		POINT
953.554	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
954.058	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Scrape	Aggressive		POINT
956.361	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
959.163	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
