Observation id	#3 Score Video							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Avi Score/3.avi							
								
Observation date	2021-04-16 19:13:03							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
1107.438	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1131.463	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1132.812	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1135.515	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1142.536	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1153.332	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1164.944	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1167.647	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1169.534	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1173.312	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1178.444	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1185.464	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1191.137	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1194.913	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1210.304	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1213.273	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Pot	Reproductive		POINT
1214.625	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1217.052	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1219.213	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1222.724	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1223.537	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1225.424	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1227.042	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Substrate	Reproductive		POINT
1240.275	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1244.867	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1245.672	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1247.027	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1247.567	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1249.183	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1254.585	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1256.473	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1265.654	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1271.052	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1272.134	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1279.157	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1281.585	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Pot	Reproductive		POINT
1286.353	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1299.674	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1306.422	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1308.044	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1311.286	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1316.411	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1322.356	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1327.487	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1330.183	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1334.502	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1338.826	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1351.246	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1352.322	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Dig Pot	Reproductive		POINT
1355.025	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Entry /Exit Pot	Reproductive		POINT
1356.640	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1361.232	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1365.282	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1365.821	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1371.762	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1374.731	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1388.772	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1389.312	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1404.706	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
1406.323	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Lead	Reproductive		POINT
1409.024	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Foraging	Other		POINT
1415.776	C:/Users/Kimberly/Desktop/Avi Score/3.avi	2227.240	29.97		Chase	Aggressive		POINT
