Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
312.404	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Quiver	Reproductive		POINT
313.054	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Entry	Reproductive		POINT
313.753	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Dig	Reproductive		POINT
313.753	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Exit	Reproductive		POINT
314.403	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Quiver	Reproductive		POINT
314.753	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Entry	Reproductive		POINT
315.429	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Dig	Reproductive		POINT
315.705	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Pot Exit	Reproductive		POINT
320.204	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Lead	Reproductive		POINT
325.103	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Lead	Reproductive		POINT
334.154	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Charge	Aggressive		POINT
344.679	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/6.avi	996.500	59.94	Dominant	Charge	Aggressive		POINT
