Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
300.506	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
301.305	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
303.709	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97	Dominant	Pot Exit	Reproductive		POINT
310.114	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Foraging	Reproductive		POINT
311.416	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
312.417	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
316.221	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
319.024	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
321.225	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
326.433	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Foraging	Reproductive		POINT
331.638	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Foraging	Reproductive		POINT
332.437	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Foraging	Reproductive		POINT
337.243	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
