Observation id	A2C.1							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4							
								
Observation date	2021-06-13 14:29:58							
								
Description								
								
Time offset (s)	0.000							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
728.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
742.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
742.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
824.901	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
831.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
834.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
834.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
837.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
842.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
843.904	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
845.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
870.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
872.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Pot Dig	Reproductive		POINT
875.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Quiver	Reproductive		POINT
952.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
954.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
959.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
959.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
963.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
971.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1002.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1005.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1005.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1013.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1022.405	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Quiver	Reproductive		POINT
1025.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1029.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Quiver	Reproductive		POINT
1033.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1039.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1039.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1043.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1047.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1051.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1060.151	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lateral Side Display	Aggressive		POINT
1065.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1069.405	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1077.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1079.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1084.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1088.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Pot Dig	Reproductive		POINT
1129.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1131.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1137.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1138.151	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1138.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1141.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1144.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1148.156	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1148.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1157.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1158.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1159.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1167.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1176.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1177.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1181.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1204.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1208.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1215.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1219.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1220.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1249.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1255.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1270.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1270.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1272.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1278.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1279.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1281.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1302.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1311.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1313.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1314.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1320.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1326.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1334.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1334.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Border Fight	Aggressive		POINT
1335.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lateral Side Display	Aggressive		POINT
1338.402	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1345.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1350.655	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1364.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1374.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1396.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Quiver	Reproductive		POINT
1406.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1419.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1420.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1421.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1433.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1436.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1439.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1444.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1452.160	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1456.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1457.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1473.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1483.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1522.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1524.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1531.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1536.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1547.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1557.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1557.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1564.406	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1575.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1576.906	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1579.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1587.151	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1616.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1624.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1626.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1630.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1638.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1652.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1659.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lateral Side Display	Aggressive		POINT
1665.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1669.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Dig Substrate	Reproductive		POINT
1672.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1686.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Pot Dig	Reproductive		POINT
1688.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1691.902	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1698.655	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1713.154	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1725.402	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1728.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Border Fight	Aggressive		POINT
1728.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1741.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1745.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1748.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Dig Substrate	Reproductive		POINT
1753.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1761.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1764.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1771.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1793.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1795.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1796.153	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1796.404	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1812.652	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1818.655	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1826.906	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1835.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Dig Substrate	Reproductive		POINT
1848.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1849.404	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1851.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1854.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1857.402	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1858.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1871.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1878.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1904.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Lead	Reproductive		POINT
1922.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1922.403	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Scrape	Aggressive		POINT
1922.903	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
1939.653	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1951.152	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Entry/Exit Pot	Reproductive		POINT
1969.654	C:/Users/Kimberly/Desktop/Video Stitching/AC2 Stitched.mp4	2126.290	30.0	Dominant	Chase	Aggressive		POINT
