Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
301.051	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Charge	Aggressive		POINT
304.051	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Biting	Aggressive		POINT
308.701	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
310.726	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Lead	Reproductive		POINT
313.301	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Chase	Aggressive		POINT
315.176	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Lateral Side Display	Aggressive		POINT
319.401	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Biting	Aggressive		POINT
319.401	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Chase	Aggressive		POINT
323.701	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Charge	Aggressive		POINT
323.701	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Scrape	Aggressive		POINT
326.576	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Foraging	Reproductive		POINT
326.851	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
327.626	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
328.901	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
329.401	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
339.376	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Charge	Aggressive		POINT
357.201	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Biting	Aggressive		POINT
362.751	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
363.376	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
366.226	C:/Users/Kimberly/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/3.avi	2227.230	59.94	Dominant	Dig Substrate	Reproductive		POINT
