Observation id	#15							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Avi Score/15.avi							
								
Observation date	2021-05-09 19:10:52							
								
Description								
								
Time offset (s)	0.000							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
316.319	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
317.322	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
319.824	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Chase	Aggressive		POINT
322.629	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
322.927	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
323.929	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
324.929	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
331.536	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
337.242	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
345.147	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
348.254	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
349.754	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
351.256	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
351.958	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
353.258	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
357.861	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
359.970	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
362.668	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
367.275	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
369.573	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
378.283	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
379.282	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
382.287	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Quiver	Reproductive		POINT
386.489	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Quiver	Reproductive		POINT
388.493	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Quiver	Reproductive		POINT
389.794	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Quiver	Reproductive		POINT
395.698	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
396.501	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
396.999	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
401.307	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
405.111	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Dig Substrate	Reproductive		POINT
407.409	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
407.409	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
408.514	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
410.814	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
411.817	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
412.318	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Foraging	Other		POINT
413.315	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
414.920	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
415.919	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
417.723	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
418.221	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
419.023	C:/Users/Kimberly/Desktop/Avi Score/15.avi	5199.200	29.97		Scrape	Aggressive		POINT
