Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
1803.953	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1806.953	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1835.462	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1835.711	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1836.211	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1841.211	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	b flee			POINT
1841.211	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1850.712	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1854.711	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1855.211	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1856.463	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	enter			POINT
1918.713	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1919.212	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	exit			POINT
1922.710	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1974.713	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
1975.210	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2087.961	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH030238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2280.041	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	enter			POINT
2294.040	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	exit			POINT
2315.041	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2316.289	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2319.288	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	enter			POINT
2321.790	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2322.039	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	exit			POINT
2322.541	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	b flee			POINT
2323.290	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2324.041	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	y flee			POINT
2329.041	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH040238.MP4	4257.140	59.94	blue female 2	enter			POINT
3210.508	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH050238.MP4	4257.140	59.94	blue female 2	exit			POINT
3278.004	E:/Yael female GFP 7-27-21/Blue (1 & 2)/Blue 2/GH050238.MP4	4257.140	59.94	blue female 2	b flee			POINT
