	Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
0	301.904	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Charge	Aggressive		POINT
1	301.904	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
2	303.406	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
3	333.137	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Foraging	Reproductive		POINT
4	341.543	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Charge	Aggressive		POINT
5	341.543	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
6	343.347	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Charge	Aggressive		POINT
7	343.347	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
8	345.75	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
9	348.451	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
10	348.757	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
11	349.752	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
12	356.659	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Foraging	Reproductive		POINT
13	363.267	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
14	365.267	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Lead	Reproductive		POINT
15	366.572	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
16	367.07	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
17	368.071	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Scrape	Aggressive		POINT
18	373.075	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
19	375.477	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
20	376.282	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Chase	Aggressive		POINT
21	386.894	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Dig Substrate	Reproductive		POINT
22	396.4	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Foraging	Reproductive		POINT
23	397.702	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Foraging	Reproductive		POINT
24	401.507	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Lead	Reproductive		POINT
25	418.723	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Quiver	Reproductive		POINT
26	420.323	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
27	421.723	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
28	421.727	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Lead	Reproductive		POINT
29	421.727	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Quiver	Reproductive		POINT
30	425.429	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Lead	Reproductive		POINT
31	425.527	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Biting	Aggressive		POINT
32	425.528	C:/Users/Biolab/Desktop/Dyad Score Log Data for Editing 1-6,8-19/Dyad Videos/AVI Converted/14.avi	5195.69	29.97	Dominant	Foraging	Reproductive		POINT
